"precipitacion";"temp_med";"temp_max";"temp_min";"humedad_med";"humedad_max";"humedad_min";"vel_viento_med";"dir_viento";"vel_viento_max";"dir_viento_racha_max";"Rs";"ETo"
0;16.45;26.13;8.13;59.46;90;25.52;0.85;62.42;4.45;286.9;15.1;2.6
0;14.55;24.06;5.33;62.77;89.8;31.93;1.43;79.7;6.69;51.63;11.65;2.66
0;13.98;22.53;5.73;67.97;90;36.67;1.73;69.75;7.1;23.35;14.41;2.78
0.2;13.3;23.19;3.59;72.6;94.3;28.19;1.93;212.1;7.46;224.1;14.97;3.12
1.6;16.16;22.12;12.86;69.27;95.2;37.54;2.16;223.4;6.51;222.7;11.3;2.74
3;16.74;22.27;13.93;75;91.5;54.45;2.91;218.4;9.13;214.1;7.28;2.43
19.8;14.13;15.6;12.06;91.6;95;85.5;1.49;220.6;6.16;213.2;3.26;0.9
0.4;14.06;19.99;10.93;80.4;96.4;46.76;0.76;163.9;3.9;190.6;12.64;1.83
10.2;14.59;20.59;11.33;77.7;94.8;41.42;1.02;162;5.81;223.9;11.9;1.98
3.8;12.15;15.8;10.06;84.5;95.2;65.95;2.07;211.1;7.21;218.8;6.17;1.42
