precipitacion;temp_med;temp_max;temp_min;humedad_med;humedad_max;humedad_min;vel_viento_med;dir_viento;vel_viento_max;dir_viento_racha_max;Rs;ETo
0.00;25.70;31.50;20.90;71.00;91.00;41.00;1.20;197.00;7.20;215.00;24.90;5.22
0.00;24.60;30.90;19.30;74.00;95.00;46.00;1.10;225.00;7.80;209.00;22.70;4.75
0.00;25.80;33.10;19.80;64.00;92.00;35.00;1.00;56.00;5.40;215.00;24.00;5.00
0.00;26.50;34.30;19.80;69.00;92.00;44.00;1.40;256.00;6.90;230.00;25.40;5.58
0.00;25.90;32.00;19.30;68.00;93.00;47.00;1.10;228.00;6.90;208.00;22.10;4.74
0.00;23.40;28.30;18.30;72.00;88.00;54.00;1.30;232.00;6.20;207.00;15.80;3.37
0.00;25.10;32.00;19.50;61.00;88.00;17.00;1.50;210.00;8.30;144.00;24.40;5.13
0.00;21.90;29.80;17.00;56.00;85.00;24.00;1.50;258.00;7.20;218.00;23.90;4.88
0.00;21.60;29.70;14.70;66.00;90.00;30.00;1.20;61.00;7.20;226.00;23.10;4.59
0.00;19.90;25.50;14.90;67.00;89.00;46.00;1.50;261.00;8.70;213.00;14.80;3.01
0.00;21.60;28.20;14.30;68.00;92.00;39.00;1.90;251.00;9.50;205.00;25.10;5.01
0.00;23.00;29.00;18.30;72.00;92.00;49.00;1.50;236.00;7.10;217.00;17.30;3.70
0.00;22.60;30.50;16.10;69.00;93.00;42.00;1.10;153.00;7.60;209.00;18.10;3.21
0.00;22.60;27.30;18.50;67.00;82.00;51.00;0.70;83.00;5.00;108.00;11.00;2.33
0.00;21.90;25.80;18.50;66.00;89.00;50.00;1.00;265.00;4.90;216.00;10.70;2.38
30.60;19.90;23.30;16.50;86.00;97.00;67.00;1.00;43.00;6.40;14.00;6.20;1.34
0.00;20.70;26.30;16.60;76.00;98.00;42.00;1.00;245.00;6.50;216.00;23.60;4.39
0.00;22.00;27.20;16.50;81.00;96.00;58.00;1.50;245.00;7.70;209.00;21.00;4.02
0.60;23.70;29.10;19.70;81.00;96.00;58.00;1.60;251.00;8.10;216.00;22.00;4.28
0.00;25.80;35.40;19.10;71.00;96.00;32.00;1.20;272.00;6.60;227.00;24.10;5.19
0.00;24.10;30.90;17.80;69.00;92.00;43.00;1.00;296.00;6.20;215.00;21.60;4.48
0.00;23.90;31.10;17.20;73.00;94.00;43.00;1.10;252.00;6.10;232.00;23.70;4.87
0.00;23.10;29.90;18.40;78.00;96.00;53.00;0.60;12.00;3.80;110.00;12.20;2.62
0.00;22.70;30.30;16.50;70.00;96.00;45.00;1.00;259.00;7.20;214.00;19.70;4.10
0.00;22.90;29.90;15.70;71.00;92.00;40.00;1.20;244.00;7.60;223.00;22.40;4.61
0.00;22.90;30.70;18.00;79.00;96.00;45.00;1.10;261.00;7.20;210.00;21.10;4.21
0.00;23.30;30.70;17.30;78.00;96.00;49.00;1.00;261.00;6.30;214.00;19.20;3.94
0.00;23.50;28.70;19.70;71.00;95.00;52.00;1.10;114.00;7.20;206.00;21.50;4.26
0.00;23.20;27.20;20.80;72.00;90.00;60.00;0.50;67.00;4.50;203.00;7.00;1.64
1.40;23.40;29.30;19.30;79.00;94.00;52.00;0.90;217.00;6.70;217.00;15.40;3.12
0.00;23.30;29.90;18.50;80.00;96.00;56.00;1.10;248.00;6.00;190.00;16.80;3.52
0.00;24.00;30.40;19.30;77.00;97.00;52.00;1.10;251.00;6.90;216.00;18.10;3.68
0.70;24.70;31.50;20.50;73.00;95.00;42.00;1.10;257.00;7.90;320.00;19.90;4.15
0.00;23.60;32.50;16.80;71.00;94.00;36.00;1.00;328.00;6.00;209.00;17.40;3.51
0.00;22.80;31.10;14.80;71.00;94.00;38.00;1.20;244.00;7.60;218.00;21.50;4.32
0.00;24.00;32.20;17.60;76.00;96.00;42.00;0.90;271.00;6.10;208.00;18.00;3.64
0.00;23.10;29.70;17.80;73.00;97.00;42.00;1.00;249.00;7.00;197.00;18.00;3.63
0.00;23.00;29.90;17.00;75.00;94.00;51.00;0.90;221.00;6.90;192.00;16.40;3.28
30.00;21.70;28.00;15.90;86.00;97.00;59.00;0.80;21.00;9.30;337.00;11.50;2.14
0.00;21.10;28.80;14.80;80.00;98.00;47.00;0.90;277.00;4.50;223.00;20.20;3.74
0.00;21.90;28.40;16.00;79.00;97.00;50.00;0.70;351.00;4.60;102.00;17.60;3.31
0.60;22.30;28.50;17.80;81.00;96.00;47.00;1.00;349.00;4.60;210.00;12.50;2.45
0.00;21.80;28.90;16.60;81.00;97.00;52.00;0.70;304.00;6.40;210.00;14.80;2.86
0.00;22.80;29.40;17.40;79.00;98.00;46.00;1.10;255.00;6.00;203.00;18.70;3.64
0.00;23.10;31.40;16.60;71.00;95.00;32.00;1.00;282.00;6.60;209.00;17.30;3.54
0.00;21.20;29.60;16.30;73.00;94.00;41.00;0.80;289.00;5.10;194.00;11.90;2.52
3.80;18.70;21.60;17.00;89.00;96.00;74.00;0.30;289.00;3.00;221.00;3.50;0.75
9.70;18.10;23.90;15.90;91.00;98.00;61.00;0.60;274.00;4.30;233.00;8.90;1.61
20.00;18.20;25.60;14.10;83.00;98.00;42.00;0.60;342.00;5.10;202.00;15.40;2.73
0.00;17.30;23.50;13.10;78.00;98.00;49.00;1.00;265.00;6.80;216.00;16.00;2.89
0.00;17.00;24.20;11.10;80.00;97.00;46.00;0.90;303.00;5.10;208.00;17.80;3.07
0.00;18.10;26.20;12.50;74.00;97.00;40.00;0.80;337.00;4.60;210.00;18.40;3.23
