"precipitacion";"temp_med";"temp_max";"temp_min";"humedad_med";"humedad_max";"humedad_min";"vel_viento_med";"dir_viento";"vel_viento_max";"dir_viento_racha_max";"Rs";"ETo"
1.2;9.96;11.5;9.08;81.2;87.7;69.19;4.46;52.98;8.24;43.3;4.15;1.55
0;10.31;15.63;6.65;57.97;79.1;30.18;3.43;335.3;8.6;27.21;20.32;3.56
0;14.02;19.75;8.81;48.71;68.37;27.34;2.88;250.9;8.93;228.9;16.23;3.85
0;10.51;16.44;5.99;66.88;88.3;40.74;2.21;358.6;6.05;344.1;20.56;2.93
0;11.97;18.85;4.97;67.26;91.4;45.7;1.36;246.5;4.9;171.8;18.26;2.59
0.2;10.14;13.84;6.12;46.56;69.53;30.75;5.61;327.9;14.34;316.9;15.49;3.81
0;21.61;30.8;13.8;27.45;44.99;12.16;1.61;273.2;5.46;194.7;21.09;4.74
0;17.47;22.83;11.5;60.7;92.2;34.54;2.69;232.2;9.96;190.8;18.45;3.79
0.6;18.31;24.09;13.11;57.45;90.6;23.41;3.4;226.8;14.41;205.9;23.36;5.41
1.4;11.46;16.23;6.04;74.2;92.8;41.74;2.06;266.5;8.26;290.6;14.54;2.74
0;11.91;16.78;7.4;72.3;86.5;48.19;3.06;35.34;8.49;116;21.31;3.46
0;22.28;28.46;15.8;44.21;73.9;17.32;4.55;29.46;11.55;327.4;24.4;7.45
0;18.79;26.32;11.03;38.97;65.6;16.36;2.83;271.1;9.37;269;19.95;5.66
0;18.73;24.02;13.18;41.66;57.58;27.65;2.1;230.3;6.56;354.1;25.1;5.09
0;17.74;25.64;10.03;48.45;76.7;22.44;1.74;145.3;5.29;188.8;21.39;4.56
0;12.5;17.18;8.81;74.2;92.5;57.79;2.46;35.78;5.97;103.5;19.83;3.04
0;13.85;20.82;6.8;66.52;89.6;37.88;2.24;250.2;8.7;205.2;24.7;4.14
0;13.42;19.87;7.87;74.8;94;49.25;1.75;16.8;5.34;112;25.37;3.72
1.01;13.33;17.79;9.23;57.87;88.6;33.7;4.12;222.5;12.19;206.7;16.45;3.88
8.6;14.42;18.93;12.02;69.87;91.1;41.87;1.57;258.8;9.07;251.1;12.15;2.77
0.2;18.61;25.43;13.03;70.7;95.2;37.51;2.13;58.32;10.62;262.8;25.65;5.03
0;19.81;24.81;13.65;51.51;86.9;32.37;2.3;286.6;6.25;200.3;25.88;5.29
0;18.03;23.83;13.11;69.83;90.6;46.38;3.56;44.85;8.11;88.7;28;5.3
0;22.11;27.84;16.48;26.84;51.53;13.14;2.45;42.34;6.81;96.7;30.1;7.07
0;20.53;23.89;13.58;61.83;88.8;48.21;2.11;75;6.44;328.4;27.16;4.96
0;21.03;27.83;13.13;39.25;58.96;27.17;1.49;177.3;5.06;151.8;24.35;5.23
0;19.97;25.57;12.52;52.95;89.3;35.02;2.71;47.64;7.86;86.3;27.96;5.65
0.79;15.55;19.41;12.18;79.5;91.9;55.89;1.81;37.66;6.05;46.25;13.11;2.74
0;19.97;26.17;13.92;59.88;86.5;33.05;1.74;183;6.64;149.1;26.09;5.18
0.2;18.45;22.91;13.74;79.4;95.3;61.56;2.14;28.74;8.68;106.4;14.01;3.02
3.6;19.05;25.21;14.65;68.31;91.8;41.83;3.29;21.48;7.5;329.8;25.61;5.46
0;22.83;30.84;14.44;47.77;85.3;12.43;1.62;162.3;7.05;148.4;31.11;6.66
